,modname,formula,AICc,BIC,r2.vals,r2.vals.unique,edf,edf.less.1,delta.AICc,delta.BIC,wi.AICc,wi.BIC,Days_10N,Min_Monthly_Nitrate,Max_Monthly_Nitrate,Mean_Monthly_Nitrate,Mean_Monthly_Upwelling_Nitrate,Max_Monthly_Anomaly_Nitrate,Mean_Monthly_Summer_Nitrate,Mean_Monthly_Temp,Mean_Monthly_Summer_Temp,MHW_Upwelling_Days,Min_Monthly_Anomaly_Temp,Max_Monthly_Anomaly_Upwelling_Temp,Min_Monthly_Temp,Mean_Monthly_Upwelling_Temp,mean_depth,mean_prob_of_rock,wh_max,wh_mean,wh_95prc,Mean_Monthly_NPP,Max_Monthly_NPP_Upwelling,log_den_MESFRAAD,log_den_STRPURAD,log_den_PYCHEL,log_Days_16C,log_UBR_Mean,log_UBR_Max,log_Mean_Monthly_NPP_Upwelling,log_Min_Monthly_NPP,cumsum.wi
Days_10N+log_den_MESFRAAD+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max+wh_mean,Days_10N+log_den_MESFRAAD+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max+wh_mean,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.729555,1429.294423,0.41526,NA,26.3,1,37.676,24.369,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.991
log_Days_16C+log_den_PYCHEL+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_max,log_Days_16C+log_den_PYCHEL+log_UBR_Max+mean_prob_of_rock+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.730948,1486.218656,0.40098,NA,36.62,0,37.677,81.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0.991
log_Days_16C+log_den_MESFRAAD+log_den_PYCHEL+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+wh_max,log_Days_16C+log_den_MESFRAAD+log_den_PYCHEL+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.731028,1490.415614,0.38326,NA,37.29,0,37.677,85.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0.991
log_UBR_Max+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_mean,log_UBR_Max+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_mean,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.731518,1430.440841,0.41955,NA,27.04,1,37.678,25.515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.991
log_den_PYCHEL+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+Mean_Monthly_Summer_Temp+Min_Monthly_Temp+wh_max,log_den_PYCHEL+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+Mean_Monthly_Summer_Temp+Min_Monthly_Temp+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.732238,1484.191795,0.44373,NA,38.3,0,37.678,79.266,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.991
log_Days_16C+log_UBR_Mean+mean_depth+Min_Monthly_Temp+wh_max,log_Days_16C+log_UBR_Mean+mean_depth+Min_Monthly_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.732275,1433.822671,0.38168,NA,27.31,1,37.679,28.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.991
log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+wh_max,log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.734598,1470.318241,0.4374,NA,34.9,0,37.681,65.393,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.991
log_Days_16C+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,log_Days_16C+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.735711,1461.200729,0.34995,NA,31.4,0,37.682,56.275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.991
Days_10N+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+wh_max+wh_mean,Days_10N+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+wh_max+wh_mean,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.736644,1494.654956,0.44497,NA,39.1,0,37.683,89.729,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.991
log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+Mean_Monthly_Summer_Temp+wh_max,log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+Mean_Monthly_Summer_Temp+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.740218,1483.914675,0.44245,NA,38.25,0,37.686,78.989,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.991
Days_10N+log_Days_16C+log_den_PYCHEL+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,Days_10N+log_Days_16C+log_den_PYCHEL+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.740386,1421.3938,0.37029,NA,24.88,1,37.687,16.468,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.991
log_Min_Monthly_NPP+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate,log_Min_Monthly_NPP+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate,"s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.743824,1440.790197,0.41596,NA,29.26,1,37.69,35.865,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.991
Days_10N+log_den_STRPURAD+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc,Days_10N+log_den_STRPURAD+log_UBR_Max+mean_depth+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.744339,1445.368203,0.43714,NA,29.65,1,37.691,40.443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.991
log_Min_Monthly_NPP+log_UBR_Mean+Max_Monthly_NPP_Upwelling+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc,log_Min_Monthly_NPP+log_UBR_Mean+Max_Monthly_NPP_Upwelling+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc,"s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.747674,1438.472771,0.42009,NA,28.58,1,37.694,33.547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.991
Days_10N+log_den_MESFRAAD+log_den_PYCHEL+log_UBR_Max+Min_Monthly_Temp+wh_95prc+wh_max,Days_10N+log_den_MESFRAAD+log_den_PYCHEL+log_UBR_Max+Min_Monthly_Temp+wh_95prc+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.747801,1481.667649,0.44915,NA,37.67,0,37.694,76.742,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.991
log_den_STRPURAD+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc,log_den_STRPURAD+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.752071,1465.535812,0.43094,NA,31.47,0,37.698,60.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.991
Days_10N+log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock,Days_10N+log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.757885,1440.537276,0.35684,NA,29.15,1,37.704,35.612,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.991
log_UBR_Mean+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc+wh_max,log_UBR_Mean+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_95prc+wh_max,"s(log_UBR_Mean, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.757901,1438.318082,0.42169,NA,28.28,1,37.704,33.393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.991
log_den_STRPURAD+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Nitrate+wh_max,log_den_STRPURAD+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Nitrate+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.759205,1491.85955,0.45147,NA,38.92,0,37.705,86.934,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.991
log_den_PYCHEL+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_mean,log_den_PYCHEL+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_mean,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.762161,1436.997749,0.42442,NA,27.81,1,37.708,32.072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.991
Days_10N+log_den_PYCHEL+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_mean,Days_10N+log_den_PYCHEL+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_mean,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.762186,1434.706647,0.42256,NA,27.1,1,37.708,29.781,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.991
log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+wh_95prc+wh_max,log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+wh_95prc+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.77328,1493.433932,0.44656,NA,39,0,37.72,88.508,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0.991
log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Anomaly_Upwelling_Temp+wh_95prc+wh_max,log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Anomaly_Upwelling_Temp+wh_95prc+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Anomaly_Upwelling_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.774397,1503.568513,0.42433,NA,41.83,0,37.721,98.643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0.991
Days_10N+log_UBR_Max+Max_Monthly_Anomaly_Upwelling_Temp+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+wh_max,Days_10N+log_UBR_Max+Max_Monthly_Anomaly_Upwelling_Temp+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Anomaly_Upwelling_Temp, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.776615,1495.771144,0.42122,NA,39.27,0,37.723,90.846,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.991
log_den_STRPURAD+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Nitrate+mean_prob_of_rock+wh_max,log_den_STRPURAD+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Nitrate+mean_prob_of_rock+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.778695,1455.979377,0.437,NA,31.18,0,37.725,51.054,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.991
log_Days_16C+log_Min_Monthly_NPP+Max_Monthly_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+wh_95prc+wh_max,log_Days_16C+log_Min_Monthly_NPP+Max_Monthly_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+wh_95prc+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.778709,1446.92565,0.13312,NA,27.63,0,37.725,42,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0.991
log_Days_16C+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,log_Days_16C+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,"s(log_Days_16C, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.779968,1447.007586,0.42224,NA,30.2,1,37.726,42.082,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.991
log_den_MESFRAAD+log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+wh_95prc+wh_max,log_den_MESFRAAD+log_den_PYCHEL+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+wh_95prc+wh_max,"s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.780432,1493.96359,0.4491,NA,39.24,0,37.727,89.038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0.991
Days_10N+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+wh_max,Days_10N+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1307.781045,1489.456729,0.4472,NA,38.87,0,37.727,84.531,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.991
