,modname,formula,AICc,BIC,r2.vals,r2.vals.unique,edf,edf.less.1,delta.AICc,delta.BIC,wi.AICc,wi.BIC,Days_10N,Min_Monthly_Nitrate,Max_Monthly_Nitrate,Mean_Monthly_Nitrate,Mean_Monthly_Upwelling_Nitrate,Max_Monthly_Anomaly_Nitrate,Mean_Monthly_Summer_Nitrate,Mean_Monthly_Temp,Mean_Monthly_Summer_Temp,MHW_Upwelling_Days,Min_Monthly_Anomaly_Temp,Max_Monthly_Anomaly_Upwelling_Temp,Min_Monthly_Temp,Mean_Monthly_Upwelling_Temp,mean_depth,mean_prob_of_rock,wh_max,wh_mean,wh_95prc,Mean_Monthly_NPP,Max_Monthly_NPP_Upwelling,log_den_MESFRAAD,log_den_STRPURAD,log_den_PYCHEL,log_Days_16C,log_UBR_Mean,log_UBR_Max,log_Mean_Monthly_NPP_Upwelling,log_Min_Monthly_NPP,cumsum.wi
log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+MHW_Upwelling_Days+wh_max,log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+MHW_Upwelling_Days+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1291.99459,1475.095544,0.14071,NA,38.1,0,21.941,70.17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0.991
Days_10N+log_den_STRPURAD+log_UBR_Max+Max_Monthly_NPP_Upwelling+Min_Monthly_Temp+wh_max+wh_mean,Days_10N+log_den_STRPURAD+log_UBR_Max+Max_Monthly_NPP_Upwelling+Min_Monthly_Temp+wh_max+wh_mean,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.003909,1476.03269,0.46123,NA,40.43,0,21.95,71.107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0.991
log_den_STRPURAD+log_UBR_Max+Max_Monthly_Anomaly_Upwelling_Temp+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+wh_max,log_den_STRPURAD+log_UBR_Max+Max_Monthly_Anomaly_Upwelling_Temp+mean_depth+Mean_Monthly_NPP+mean_prob_of_rock+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Anomaly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.047089,1454.354479,0.43474,NA,34.22,0,21.993,49.429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.991
log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.092443,1429.034369,0.42875,NA,30.17,1,22.039,24.109,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.991
log_UBR_Mean+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,log_UBR_Mean+mean_depth+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,"s(log_UBR_Mean, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.164308,1437.857307,0.42966,NA,31.72,1,22.111,32.932,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.991
log_Days_16C+log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+wh_max,log_Days_16C+log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.182119,1471.109277,0.13654,NA,37.58,0,22.128,66.184,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0.991
log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,"s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.21181,1437.056904,0.43049,NA,31.84,1,22.158,32.131,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.991
log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max+wh_mean,log_Days_16C+log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max+wh_mean,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.220115,1468.172665,0.36694,NA,37.59,0,22.166,63.247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0.991
log_UBR_Max+mean_depth+mean_prob_of_rock+MHW_Upwelling_Days+Min_Monthly_Temp+wh_max,log_UBR_Max+mean_depth+mean_prob_of_rock+MHW_Upwelling_Days+Min_Monthly_Temp+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.229271,1423.747713,0.32535,NA,28.96,1,22.176,18.822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.991
log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+MHW_Upwelling_Days+wh_max+wh_mean,log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+MHW_Upwelling_Days+wh_max+wh_mean,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.249674,1466.22432,0.13692,NA,36.76,0,22.196,61.299,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0.991
log_Days_16C+log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,log_Days_16C+log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.257729,1480.038389,0.38708,NA,40.19,0,22.204,75.113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.991
log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+wh_max+wh_mean,log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+wh_max+wh_mean,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.285478,1479.836196,0.46606,NA,40.24,0,22.232,74.911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0.991
log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.397081,1485.141857,0.42515,NA,40.93,0,22.343,80.216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.991
log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+wh_95prc+wh_max,log_Days_16C+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+wh_95prc+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.399541,1477.765034,0.37799,NA,39.83,0,22.346,72.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.991
log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+Min_Monthly_Temp+wh_max,log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+Min_Monthly_Temp+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.403141,1428.181275,0.31627,NA,29.94,1,22.349,23.256,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.991
log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_95prc,log_den_PYCHEL+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+mean_prob_of_rock+wh_95prc,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.453915,1434.188057,0.4338,NA,31.23,1,22.4,29.263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0.991
log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+wh_max+wh_mean,log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+wh_max+wh_mean,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.462103,1473.334773,0.46058,NA,39.6,0,22.408,68.409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0.991
log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+wh_max,log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.464261,1467.303029,0.13692,NA,36.34,0,22.411,62.378,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.991
log_den_STRPURAD+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_prob_of_rock+Min_Monthly_Temp+wh_max+wh_mean,log_den_STRPURAD+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_prob_of_rock+Min_Monthly_Temp+wh_max+wh_mean,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.481907,1475.783427,0.45779,NA,39.67,0,22.428,70.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.991
log_den_STRPURAD+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+Min_Monthly_Temp+wh_max+wh_mean,log_den_STRPURAD+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_depth+Min_Monthly_Temp+wh_max+wh_mean,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.492287,1475.937798,0.46186,NA,40.27,0,22.439,71.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0.991
log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+wh_95prc+wh_max,log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+wh_95prc+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.541565,1471.810951,0.45645,NA,38.78,0,22.488,66.885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0.991
Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc+wh_max,Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+mean_prob_of_rock+Min_Monthly_Temp+wh_95prc+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.559643,1470.514935,0.45104,NA,38.8,0,22.506,65.589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.991
log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_95prc+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.567041,1476.737257,0.40927,NA,38.94,0,22.513,71.812,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.991
log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_95prc,log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_95prc,"s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.59142,1429.5623,0.43087,NA,30.01,1,22.538,24.637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.991
log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+wh_max+wh_mean,log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+wh_max+wh_mean,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.621684,1473.05249,0.45967,NA,39.57,0,22.568,68.127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0.991
log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max+wh_mean,log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max+wh_mean,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.629736,1482.153384,0.41061,NA,40.13,0,22.576,77.228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0.991
log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+Min_Monthly_Nitrate+wh_max,log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+MHW_Upwelling_Days+Min_Monthly_Nitrate+wh_max,"s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.631585,1434.350766,0.35511,NA,31.26,1,22.578,29.425,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.991
log_den_STRPURAD+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,log_den_STRPURAD+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.646617,1436.779892,0.43698,NA,31.65,1,22.593,31.854,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.991
Days_10N+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,Days_10N+log_UBR_Max+mean_depth+Mean_Monthly_Summer_Nitrate+mean_prob_of_rock+Min_Monthly_Nitrate+wh_95prc,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1292.667192,1435.708625,0.42994,NA,31.24,1,22.613,30.783,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.991
